cell_name,protein,protein_name,primekg_index,cell_id,ncbi_id
A375,473,LGMN,7834,0,5641.0
A375,474,GPR4,58777,0,2828.0
A375,477,FABP1,11706,0,2168.0
A375,479,MRPS21,5449,0,54460.0
A375,480,LMNA,163,0,4000.0
A375,483,IMMT,1916,0,10989.0
A375,484,HCCS,727,0,3052.0
A375,485,TOMM22,6932,0,56993.0
A375,486,CFLAR,6883,0,8837.0
A375,487,COG3,9602,0,83548.0
A375,488,PLEC,880,0,5339.0
A375,497,EIF6,8005,0,3692.0
A375,499,ZNF860,9406,0,344787.0
A375,505,LTA4H,9075,0,4048.0
A375,508,EEF1A1,2215,0,1915.0
A375,511,ELOVL6,12333,0,79071.0
A375,513,NDUFA7,2280,0,4701.0
A375,515,NEURL1B,56642,0,54492.0
A375,521,BOP1,10052,0,23246.0
A375,522,EEF2,1164,0,1938.0
A375,525,PRCC,7897,0,5546.0
A375,526,SRP9,4743,0,6726.0
A375,527,ZNF543,7821,0,125919.0
A375,528,PDE1B,907,0,5153.0
A375,532,PLCB1,11800,0,23236.0
A375,533,AZU1,1071,0,566.0
A375,535,DDX10,5257,0,1662.0
A375,536,HLA-DQA2,13169,0,3118.0
A375,539,LRSAM1,10967,0,90678.0
A375,544,SLU7,820,0,10569.0
A375,547,CNKSR1,7204,0,10256.0
A375,549,ACTR5,930,0,79913.0
A375,551,PGK1,5281,0,5230.0
A375,558,EIF2A,10463,0,83939.0
A375,565,CYB5R3,758,0,1727.0
A375,570,VDAC1,1534,0,7416.0
A375,572,COX19,56862,0,90639.0
A375,574,NDUFB9,2794,0,4715.0
A375,575,BSG,90,0,682.0
A375,579,HSPA12A,13987,0,259217.0
A375,586,RPP40,895,0,10799.0
A375,595,ACTG1,2169,0,71.0
A375,600,SSR4,6846,0,6748.0
A375,602,ALCAM,9235,0,214.0
A375,605,PRDX1,1783,0,5052.0
A375,606,PPP1R42,58661,0,286187.0
A375,608,SH3PXD2A,11677,0,9644.0
A375,611,CHCHD2,9036,0,51142.0
A375,612,RPL21,2572,0,6144.0
A375,616,TAF9,1063,0,6880.0
A375,619,GPX6,34578,0,257202.0
A375,621,NOP2,4245,0,4839.0
A375,622,BRD8,5542,0,10902.0
A375,624,NHLRC3,59328,0,387921.0
A375,629,ARHGEF37,58580,0,389337.0
A375,636,SPI1,174,0,6688.0
A375,637,SF3B2,3034,0,10992.0
A375,638,PSMD7,2608,0,5713.0
A375,641,E2F8,12336,0,79733.0
A375,644,URM1,10961,0,81605.0
A375,645,SLC16A3,7870,0,9123.0
A375,650,TRMT112,7247,0,51504.0
A375,651,MRPL11,2299,0,65003.0
A375,652,IDNK,57919,0,414328.0
A375,659,RNASET2,7535,0,8635.0
A375,661,HTR2B,1044,0,3357.0
A375,663,EPAS1,2083,0,2034.0
A375,665,TAPBPL,11784,0,55080.0
A375,666,CXCL2,6836,0,2920.0
A375,671,TMEM70,8819,0,54968.0
A375,673,SKIV2L,4844,0,6499.0
A375,674,SPCS3,12965,0,60559.0
A375,676,SKA3,2901,0,221150.0
A375,680,CHCHD6,11203,0,84303.0
A375,681,POP1,4568,0,10940.0
A375,683,CTTNBP2,12847,0,83992.0
A375,685,OBSCN,3395,0,84033.0
A375,687,S100A11,6438,0,6282.0
A375,689,WDR18,5396,0,57418.0
A375,693,AMTN,34484,0,401138.0
A375,696,EBI3,5974,0,10148.0
A375,700,MMS22L,10848,0,253714.0
A375,706,HLA-A,4827,0,3105.0
A375,708,RGPD6,58562,0,729540.0
A375,711,FIP1L1,2757,0,81608.0
A375,712,HSP90AB1,244,0,3326.0
A375,714,GDPD5,8394,0,81544.0
A375,715,SERPINE2,9331,0,5270.0
A375,717,OS9,942,0,10956.0
A375,724,LMOD1,34244,0,25802.0
A375,736,GSAP,10970,0,54103.0
A375,739,LEMD1,6358,0,93273.0
A375,740,SMG8,10952,0,55181.0
A375,741,MELK,3443,0,9833.0
A375,743,PRKRA,1978,0,8575.0
A375,744,YWHAQ,3725,0,10971.0
A375,746,MAG,10613,0,4099.0
A375,751,RPL10L,10156,0,140801.0
A375,755,CRP,2384,0,1401.0
A375,757,TRIM14,3518,0,9830.0
A375,758,VASP,3933,0,7408.0
A375,760,CDC14A,1326,0,8556.0
A375,761,ASPDH,59537,0,554235.0
A375,764,HECW1,12179,0,23072.0
A375,765,MAPK8IP1,6347,0,9479.0
A375,767,CHUK,2305,0,1147.0
A375,776,RPL32,2881,0,6161.0
A375,778,PFKL,6998,0,5211.0
A375,781,FOXO4,5908,0,4303.0
A375,782,VGF,14002,0,7425.0
A375,789,GEMIN8,11704,0,54960.0
A375,798,FTH1,188,0,2495.0
A375,800,EIF4EBP1,5690,0,1978.0
A375,802,DEPTOR,12748,0,64798.0
A375,805,CLTA,1110,0,1211.0
A375,806,AMH,5077,0,268.0
A375,809,ALDOB,591,0,229.0
A375,810,TAS2R3,58841,0,50831.0
A375,813,BMPR1A,1229,0,657.0
A375,815,ARAP3,12355,0,64411.0
A375,817,NIP7,11758,0,51388.0
A375,820,FRRS1L,35302,0,23732.0
A375,822,WAS,362,0,7454.0
A375,826,MRPL38,5284,0,64978.0
A375,828,ADAM12,4865,0,8038.0
A375,829,TUBB4A,6947,0,10382.0
A375,831,SORBS3,1042,0,10174.0
A375,835,CD8B,12302,0,926.0
A375,836,ITGAD,3425,0,3681.0
A375,842,NME8,34116,0,51314.0
A375,844,SIK3,9304,0,23387.0
A375,845,RPN2,5006,0,6185.0
A375,847,PPP2R2C,2882,0,5522.0
A375,857,RNF113B,13446,0,140432.0
A375,858,CAMP,2739,0,820.0
A375,870,ATP1A3,11214,0,478.0
A375,872,MRPL54,12515,0,116541.0
A375,875,MDH1,3189,0,4190.0
A375,880,HAUS6,7311,0,54801.0
A375,882,A1BG,7097,0,1.0
A375,883,CLTC,2213,0,1213.0
A375,884,ATP1A4,9169,0,480.0
A375,888,PLRG1,3090,0,5356.0
A375,890,RGS6,10516,0,9628.0
A375,891,IL27,34082,0,246778.0
A375,894,NPHP4,35260,0,261734.0
A375,896,CNR1,9196,0,1268.0
A375,898,APBA1,11312,0,320.0
A375,901,DLAT,7775,0,1737.0
A375,903,GBP3,10947,0,2635.0
A375,905,UQCRB,5089,0,7381.0
A375,906,FARSA,494,0,2193.0
A375,907,TRIO,8737,0,7204.0
A375,910,SCD,2967,0,6319.0
A375,913,CACNA2D1,6289,0,781.0
A375,917,HRNR,58449,0,388697.0
A375,922,GAPVD1,7415,0,26130.0
A375,932,S100Z,56551,0,170591.0
A375,934,KCNF1,2695,0,3754.0
A375,935,TLK1,2409,0,9874.0
A375,938,MCAM,7045,0,4162.0
A375,939,TIAM2,13423,0,26230.0
A375,942,PURA,7351,0,5813.0
A375,943,VNN1,34985,0,8876.0
A375,945,ATAD5,8700,0,79915.0
A375,950,CST1,3818,0,1469.0
A375,953,NDUFA8,210,0,4702.0
A375,956,BBS1,2526,0,582.0
A375,957,AREL1,12396,0,9870.0
A375,959,ETF1,2116,0,2107.0
A375,962,DHX38,8207,0,9785.0
A375,963,PTBP1,637,0,5725.0
A375,967,SPAG5,3445,0,10615.0
A375,969,RPL29,6294,0,6159.0
A375,970,ERC1,798,0,23085.0
A375,972,LDHAL6B,10512,0,92483.0
A375,973,CRYZ,2232,0,1429.0
A375,976,SEPHS1,3201,0,22929.0
A375,982,CDCA8,424,0,55143.0
A375,992,TNFRSF13C,35115,0,115650.0
A375,993,CD7,12,0,924.0
A375,994,EIF2S1,3316,0,1965.0
A375,999,MCM7,2340,0,4176.0
A375,1005,SF3A2,218,0,8175.0
A375,1006,OAZ2,11122,0,4947.0
A375,1009,AP2A1,2008,0,160.0
A375,1010,CNOT11,6580,0,55571.0
A375,1012,DDX6,4610,0,1656.0
A375,1013,HLA-E,2283,0,3133.0
A375,1014,PFN2,5280,0,5217.0
A375,1016,RCN1,2812,0,5954.0
A375,1025,RBM39,3730,0,9584.0
A375,1030,LOXL4,12879,0,84171.0
A375,1037,HBB,1093,0,3043.0
A375,1046,SERPINA1,1928,0,5265.0
A375,1047,TOPBP1,2989,0,11073.0
A375,1057,NDUFV3,2894,0,4731.0
A375,1061,MMRN1,6554,0,22915.0
A375,1062,ALKBH7,5095,0,84266.0
A375,1067,RBMX2,5964,0,51634.0
A375,1070,ARL4A,9595,0,10124.0
A375,1072,TFAM,6751,0,7019.0
A375,1080,ENO1,3434,0,2023.0
A375,1083,HNRNPUL1,159,0,11100.0
A375,1086,RPL8,231,0,6132.0
A375,1089,KIAA2012,77453,0,100652824.0
A375,1090,BMS1,13483,0,9790.0
A375,1101,GLRX,7126,0,2745.0
A375,1105,TNNC1,2155,0,7134.0
A375,1106,RPLP1,1051,0,6176.0
A375,1108,ACTB,238,0,60.0
A375,1119,MAGEA4,6382,0,4103.0
A375,1120,MRPL57,856,0,78988.0
A375,1123,BMP15,9655,0,9210.0
A375,1125,TIMM9,11671,0,26520.0
A375,1126,WTAP,7273,0,9589.0
A375,1128,PDXP,56684,0,57026.0
A375,1130,P4HA2,700,0,8974.0
A375,1133,KCNA1,874,0,3736.0
A375,1135,TYROBP,5834,0,7305.0
A375,1139,APOOL,5596,0,139322.0
A375,1141,DNAL4,751,0,10126.0
A375,1156,APBB1,7296,0,322.0
A375,1157,CMC2,11988,0,56942.0
A375,1160,TNFAIP8L1,13539,0,126282.0
A375,1163,MST1R,5683,0,4486.0
A375,1165,AP2A2,2456,0,161.0
A375,1167,TSC2,8372,0,7249.0
A375,1171,ITIH2,4829,0,3698.0
A375,1173,DEPDC1,9920,0,55635.0
A375,1174,SMG5,1602,0,23381.0
A375,1175,ENO3,894,0,2027.0
A375,1181,SAR1B,4730,0,51128.0
A375,1182,FKBP8,3970,0,23770.0
A375,1183,FBXO6,5576,0,26270.0
A375,1194,RPL22,2831,0,6146.0
A375,1200,TXNDC2,56804,0,84203.0
A375,1205,EIF4E2,4220,0,9470.0
A375,1209,IL12B,6168,0,3593.0
A375,1210,TRAPPC2L,5334,0,51693.0
A375,1211,CYFIP2,6520,0,26999.0
A375,1212,EMILIN1,1467,0,11117.0
A375,1213,TNN,57936,0,63923.0
A375,1217,GNL1,9950,0,2794.0
A375,1223,KITLG,9410,0,4254.0
A375,1228,DNAJC1,10433,0,64215.0
A375,1230,MAP2K7,1747,0,5609.0
A375,1234,EIF5AL1,59624,0,143244.0
A375,1238,GLRX2,13721,0,51022.0
A375,1239,XRCC4,6890,0,7518.0
A375,1241,DDX17,7892,0,10521.0
A375,1250,TIMM10B,5539,0,26515.0
A375,1256,RBM22,9845,0,55696.0
A375,1257,GUF1,11417,0,60558.0
A375,1260,COPS6,816,0,10980.0
A375,1263,FBXL7,13760,0,23194.0
A375,1264,NOB1,8842,0,28987.0
A375,1268,MRPL27,10125,0,51264.0
A375,1270,IL12A,8261,0,3592.0
A375,1281,SMG1,3167,0,23049.0
A375,1282,CCKAR,13800,0,886.0
A375,1284,GART,7090,0,2618.0
A375,1297,DTX4,10759,0,23220.0
A375,1298,PHF5A,56833,0,84844.0
A375,1299,FXN,7445,0,2395.0
A375,1300,PPIL3,4800,0,53938.0
A375,1302,STT3A,4727,0,3703.0
A375,1305,SMPD2,3784,0,6610.0
A375,1306,TRIP13,1253,0,9319.0
A375,1307,ERAL1,12322,0,26284.0
A375,1310,NDUFB4,6893,0,4710.0
A375,1311,EIF3J,9326,0,8669.0
A375,1314,STRBP,8201,0,55342.0
A375,1318,CPEB4,56769,0,80315.0
A375,1320,HSPA4,2152,0,3308.0
A375,1323,FFAR1,12156,0,2864.0
A375,1324,NOP10,3301,0,55505.0
A375,1326,ASPA,11324,0,443.0
A375,1327,BMF,11979,0,90427.0
A375,1339,SRRM1,2047,0,10250.0
A375,1341,SLC1A4,9686,0,6509.0
A375,1342,HIVEP3,34425,0,59269.0
A375,1343,PUF60,5944,0,22827.0
A375,1350,XRCC6,1496,0,2547.0
A375,1351,WWTR1,2865,0,25937.0
A375,1352,RBKS,4541,0,64080.0
A375,1355,SLC11A2,6829,0,4891.0
A375,1365,GSTA5,10247,0,221357.0
A375,1366,TTC3,1121,0,7267.0
A375,1375,ACACA,8065,0,31.0
A375,1376,POMP,12706,0,51371.0
A375,1377,TMOD1,331,0,7111.0
A375,1379,CCL24,21984,0,6369.0
A375,1382,HDAC3,851,0,8841.0
A375,1386,ANAPC5,4516,0,51433.0
A375,1388,RPSA,2162,0,3921.0
A375,1389,CCND2,4435,0,894.0
A375,1391,TK1,1118,0,7083.0
A375,1392,BBS4,6081,0,585.0
A375,1393,KPNA1,572,0,3836.0
A375,1394,PSMB3,1543,0,5691.0
A375,1395,LSG1,6706,0,55341.0
A375,1397,YWHAE,1806,0,7531.0
A375,1402,NONO,2337,0,4841.0
A375,1405,C18orf32,57548,0,497661.0
A375,1410,ATG12,7564,0,9140.0
A375,1412,ANXA6,3990,0,309.0
A375,1413,HSPA14,6014,0,51182.0
A375,1415,ANLN,4755,0,54443.0
A375,1418,CAP1,10206,0,10487.0
A375,1426,CLPB,7729,0,81570.0
A375,1431,NDUFA11,6262,0,126328.0
A375,1436,FXYD3,6951,0,5349.0
A375,1438,PSME4,6344,0,23198.0
A375,1440,RPS26,7423,0,6231.0
A375,1446,WNT11,8546,0,7481.0
A375,1447,PRDX2,3931,0,7001.0
A375,1451,SRP72,2189,0,6731.0
A375,1452,CHD1L,5130,0,9557.0
A375,1453,FBXO10,11342,0,26267.0
A375,1455,THEG,56627,0,51298.0
A375,1456,EEF1B2,5157,0,1933.0
A375,1457,BAG2,1599,0,9532.0
A375,1461,POP4,372,0,10775.0
A375,1462,ACAD9,2767,0,28976.0
A375,1464,TPM2,2278,0,7169.0
A375,1469,ODF2,8209,0,4957.0
A375,1470,UQCR10,13532,0,29796.0
A375,1472,RGPD5,11183,0,84220.0
A375,1474,TRIM45,11559,0,80263.0
A375,1476,FKBP1A,6705,0,2280.0
A375,1477,RPS23,3467,0,6228.0
A375,1480,ATAD3B,57815,0,83858.0
A375,1481,RIMKLB,57867,0,57494.0
A375,1492,BTK,337,0,695.0
A375,1493,CYSLTR1,9866,0,10800.0
A375,1494,YPEL5,9504,0,51646.0
A375,1507,CPEB2,58306,0,132864.0
A375,1508,DNAJA1,1793,0,3301.0
A375,1510,CHCHD5,10256,0,84269.0
A375,1514,PUS7,6401,0,54517.0
A375,1515,GLI2,5513,0,2736.0
A375,1516,GRK6,3950,0,2870.0
A375,1518,G3BP2,6444,0,9908.0
A375,1519,ZNF557,12293,0,79230.0
A375,1522,BID,4127,0,637.0
A375,1524,YBX1,503,0,4904.0
A375,1528,HLA-DQB2,11656,0,3120.0
A375,1529,HLA-DOB,9756,0,3112.0
A375,1538,TOMM40L,34441,0,84134.0
A375,1543,CNOT1,3353,0,23019.0
A375,1546,ZNF641,58051,0,121274.0
A375,1550,PHB2,4564,0,11331.0
A375,1553,CCT7,2470,0,10574.0
A375,1554,ISLR,193,0,3671.0
A375,1555,KCND3,5774,0,3752.0
A375,1557,ZNF480,33827,0,147657.0
A375,1562,DNAJC10,8548,0,54431.0
A375,1564,ZNF112,8893,0,7771.0
A375,1568,ACAT2,8248,0,39.0
A375,1571,SPOP,1788,0,8405.0
A375,1572,PHKG2,6031,0,5261.0
A375,1576,TMEM30A,5810,0,55754.0
A375,1578,TBX5,10075,0,6910.0
A375,1579,KLKB1,9671,0,3818.0
A375,1581,AURKB,1814,0,9212.0
A375,1582,HSF1,3120,0,3297.0
A375,1583,SLC7A6,13048,0,9057.0
A375,1585,TTC4,7279,0,7268.0
A375,1587,FER,8711,0,2241.0
A375,1588,TACC3,556,0,10460.0
A375,1589,CDK15,5347,0,65061.0
A375,1591,PITPNA,8054,0,5306.0
A375,1593,TRIM31,3325,0,11074.0
A375,1595,DAG1,1807,0,1605.0
A375,1597,ASMTL,8157,0,8623.0
A375,1600,CALM2,1968,0,805.0
A375,1603,FXYD1,6321,0,5348.0
A375,1604,ME2,12301,0,4200.0
A375,1608,ELAVL2,1492,0,1993.0
A375,1610,UTP14A,2723,0,10813.0
A375,1613,WDR46,915,0,9277.0
A375,1616,CPB2,3513,0,1361.0
A375,1617,TMEM126B,11433,0,55863.0
A375,1619,LAMTOR5,4691,0,10542.0
A375,1622,TAF1B,3295,0,9014.0
A375,1623,FFAR3,7017,0,2865.0
A375,1627,PIK3R6,57057,0,146850.0
A375,1632,SND1,11404,0,27044.0
A375,1634,MRPS5,10162,0,64969.0
A375,1635,GBP5,12369,0,115362.0
A375,1638,STRN,4777,0,6801.0
A375,1639,AP2B1,3287,0,163.0
A375,1640,HMGCS1,6441,0,3157.0
A375,1642,SYNRG,1979,0,11276.0
A375,1643,TOX,6704,0,9760.0
A375,1646,CALM3,941,0,808.0
A375,1648,ELP3,10636,0,55140.0
A375,1652,TXN,2090,0,7295.0
A375,1655,ILF2,1119,0,3608.0
A375,1659,ENO4,22074,0,387712.0
A375,1661,U2AF1L4,58103,0,199746.0
A375,1668,ZFHX4,10421,0,79776.0
A375,1670,CCL17,1521,0,6361.0
A375,1671,DECR2,1092,0,26063.0
A375,1673,CREG1,12802,0,8804.0
A375,1676,PTPN6,2486,0,5777.0
A375,1678,PACSIN1,3153,0,29993.0
A375,1682,CCNA1,3524,0,8900.0
A375,1683,MRPS35,7502,0,60488.0
A375,1684,PRDX3,1869,0,10935.0
A375,1688,PSMC5,529,0,5705.0
A375,1691,RBX1,782,0,9978.0
A375,1696,AUP1,1392,0,550.0
A375,1697,TCOF1,2411,0,6949.0
A375,1698,POLR2J,1169,0,5439.0
A375,1700,SENP5,57191,0,205564.0
A375,1703,CYBB,5597,0,1536.0
A375,1712,TACR3,12937,0,6870.0
A375,1714,EIF3I,6,0,8668.0
A375,1718,USP30,9112,0,84749.0
A375,1726,TUBB,12607,0,203068.0
A375,1731,SYNJ2,7552,0,8871.0
A375,1734,TRIM26,2200,0,7726.0
A375,1738,PSMA2,5226,0,5683.0
A375,1739,ZBTB24,3132,0,9841.0
A375,1742,HMGCS2,8644,0,3158.0
A375,1745,DNAJC5B,56847,0,85479.0
A375,1751,SLC2A4,5508,0,6517.0
A375,1755,CEP192,7250,0,55125.0
A375,1760,HSPA13,10170,0,6782.0
A375,1768,PIF1,57759,0,80119.0
A375,1770,GPNMB,10221,0,10457.0
A375,1774,COG7,35361,0,91949.0
A375,1776,GSTM4,10287,0,2948.0
A375,1777,LILRB5,33975,0,10990.0
A375,1778,SUDS3,9086,0,64426.0
A375,1779,SNRPD3,1361,0,6634.0
A375,1783,RBM41,4638,0,55285.0
A375,1784,IGFBP4,10666,0,3487.0
A375,1786,MIS18BP1,11069,0,55320.0
A375,1788,LIN54,7734,0,132660.0
A375,1794,TLR8,3686,0,51311.0
A375,1795,TNNI2,3073,0,7136.0
A375,1799,WDR77,5512,0,79084.0
A375,1804,FSTL3,56582,0,10272.0
A375,1805,BCHE,341,0,590.0
A375,1806,PSME1,1284,0,5720.0
A375,1810,PRMT8,7838,0,56341.0
A375,1813,SRSF8,384,0,10929.0
A375,1815,HK2,8798,0,3099.0
A375,1816,PSMF1,8716,0,9491.0
A375,1817,FH,504,0,2271.0
A375,1819,TRIM17,8773,0,51127.0
A375,1822,AMOTL1,57103,0,154810.0
A375,1825,TMEM220,57436,0,388335.0
A375,1826,SCN5A,10417,0,6331.0
A375,1829,DNAJB11,2869,0,51726.0
A375,1831,MAPKAPK5,2167,0,8550.0
A375,1835,OAT,5557,0,4942.0
A375,1836,YWHAH,1136,0,7533.0
A375,1837,LTA,5078,0,4049.0
A375,1838,ARHGEF26,13159,0,26084.0
A375,1839,FKBPL,8673,0,63943.0
A375,1847,IKBKB,973,0,3551.0
A375,1848,IL33,6414,0,90865.0
A375,1849,EIF3D,7224,0,8664.0
A375,1850,WASF3,1570,0,10810.0
A375,1852,ERLEC1,1699,0,27248.0
A375,1853,ITGA6,5437,0,3655.0
A375,1870,TBXA2R,2531,0,6915.0
A375,1871,TGFBR3,1285,0,7049.0
A375,1874,AGK,7356,0,55750.0
A375,1876,TNFAIP3,3647,0,7128.0
A375,1878,RIPK2,4731,0,8767.0
A375,1881,TRIM8,10902,0,81603.0
A375,1884,SNX18,8328,0,112574.0
A375,1885,HNRNPA3,4415,0,220988.0
A375,1892,CCDC86,10064,0,79080.0
A375,1896,FBXW10,60188,0,10517.0
A375,1897,RGPD8,58275,0,727851.0
A375,1900,GPBP1,8816,0,65056.0
A375,1902,SEC61B,2191,0,10952.0
A375,1903,TMED9,9145,0,54732.0
A375,1905,UBE2V2,3119,0,7336.0
A375,1906,ORC3,618,0,23595.0
A375,1911,IMPDH2,222,0,3615.0
A375,1912,ERMN,13978,0,57471.0
A375,1915,METTL21A,11470,0,151194.0
A375,1919,QSOX1,10066,0,5768.0
A375,1920,CISD1,57934,0,55847.0
A375,1921,ARHGEF7,3832,0,8874.0
A375,1922,HDDC3,10099,0,374659.0
